id,text,target
14289,"""문과들 어떻게든 쉴드치네 적폐과목 생윤사 ㅋㅋ""",문과들 어떻게든 가리려하네
14302,노래 개못하더만 빠수니들은 뭐 종교집단 같네 ㅋㅋㅋㅋㅋㅋㅋ ㅁㅊ겠다.,노래를 못 부르는 것 같은데 너무 맹목적으로 찬양한다.
14349,"""아직도 국민을 개돼지로 보는 좌좀섹히..늙으면 아닥해~아가리를~""","""아직도 국민을 개돼지로 보는 좌파 정치인들.. 나이를 먹었으면 말을 삼가~ 말을~"""
14379,"""메갈 ㄹㅇ 잠재적 살인마네""",특정 집단 사람이 잠재적 살인마라고 생각한다.
14429,"""좌좀벌레. 니부터 저 우한으로 꺼져""",너부터 가
14444,열애설 급나누거 보면 ㅈ나웃김 ㅋㅋㅋㅋ 지들은 일반 급도 않되는 개폐급이면서 누가 누구를 판단하는지 참,열애설의 급을 나누는 게 납득이 되지 않는다. 다른 사람을 판단할 자격이 없다.
14452,아니 시. 발 미투 본질 흐리고 꽃뱀 ㄴ연 나온건 맞지만 이 새 키들은 진짜 잘못한 범죄자들이잖아. 여기서 꽃뱀은 왜 나와ㅋ,미투 본질 흐리고 꽃뱀이 나온건 맞지만 이 사람들은 진짜 잘못한 범죄자들이잖아요. 여기서 꽃뱀이 왜 나오나요?
14492,"""중국짱개.조선족 다 죽여버리자""",중국 사람과 조선족을 좋아하지 않는다.
14501,ㅂㄹ도없는 계집년들이 감히사내껄 함부러거세거세 거리는거바라ㅋㅋ 드러븐년들 계집년입에서못하는소리가없다ㅋㅋ 계집들내로남불은 과학이다 ㅋㅋ 과학이야ㅋㅋ,여성들이 함부로 거세를 언급하는 모습이 좋아 보이지 않는다. 조금 더 조심스럽게 이야기했으면 좋겠다. 다른 사람을 비난하기 전 자기 자신을 돌아봤으면 좋겠다.
14513,어이가없군 생긴대로 개처럼 노는군,저런 행동이 이해가 되지 않습니다.
14536,"""개독교들아! 신은 있냐? 세상은 모든게 우연으로 만들어 진거다""",기독교분들 신은 있습니까? 세상은 모든게 우연으로 만들어 진겁니다
14554,밉상 밉상 사기꾼딸 못생긴 애 이렇게 모아놓네,나는 저 사람들의 외모가 마음에 들지 않는다
14555,짱깨임 옹호해줄 필요없음,중국인을 옹호할 필요는 없다.
14565,야!궁금하지도 않은 얘 뉴스는 왜 올리는거야?짱깨들이 사는곳이 나라냐?진핑이 부족이지.,궁금하지 않는 사람의 뉴스가 왜 올라오는 건가? 중국 사람들이 사는 곳은 열악하다. 시진핑 부족이다.
14580,"""와~ 정신나간 틀딱 경알못이네 ㅋㅋ""",경제에 대해 잘 알지 못하는 것 같다.
14591,"""문재인 사회주의자 북한 공산당 김정은 대변인 탄핵 대한민국 대통령 절대 아님""",나는 문재인 대통령을 지지하지 않습니다
14592,이런ㅅㄲ은 부모도 벌을 받아야돼,이런 사람은 부모도 벌을 받아야 합니다.
14603,"""문재앙이 유일하게 잘한 일은 윤석열 검찰총장으로 임명한것""",문재인이 유일하게 잘한 일은 윤석열 검찰총장으로 임명한것
14616,"""개이버에 쪽빠리새키들 왤케 많지 쪽빠리새키들 니네나라로가서 짖어라 OOO들아""",네이버에 일본 사람들이 많은 것 같다. 여기에서 의견 표출을 하지 않았으면 좋겠다.
14619,진짜 못생겼다;;,생긴 것이 마음에 들지 않는다
14680,짱깨가 해외음식은 고열량이래 ㅋㅋㅋ 중국음식에 저열량이 존재하냐?,중국이 해외음식은 고열량이라고 한다. 중국음식은 저열량이 없는 것 같다.
14681,전세계에서 젤 속이기도 쉽고 선동하기도 쉬운 족속 대한민국 참 개돼지들 많음,대한민국은 전세계에서 가장 속이기도 쉽고 선동하기도 쉽다.
14691,"""저런 미친 쪽바리똥개종자들이 좀 많아? 왜구당에도 많잖아, 전부 의원직 박탈해야해^""",저런 이상한 사람들이 좀 많아? 국회의원 중에도 이상한 사람 많잖아. 책임있는 행동을 해야 한다.
14697,또 시엄마들 납셨네 그냥 예능으로 보면되지ㅈㄹ 풍넌이다,예능으로 보면 되는데 과도하게 참견하는 것 같다.
14698,"""이문제의 본질은 바로 토착왜구 자한당의 사법개혁 저지가 팩트... 조중동 자한당""",이 문제의 본질은 바로 친일 성향이 강한 자유한국당의 사법개혁 저지이다. 조중동 자한당.
14702,"""일제 불매하면 좌좀인가요? 틀딱님?""",일제를 불매한다고 좌파라니 납득이 되지 않는다.
14742,능력잇으면 결혼하는거지 남에일에 ㅋㅋㅈㄹ거리네 고소 먹고 싶나 ㅋㅋㅋㅋㅋㅋㅋ,능력있으면 결혼하는거지 남의일에 욕하네
14793,"""밥하는 아줌마가 집에서 밥이나하시지 무슨 정치를""",여자가 정치에 참여하지 않았으면 좋겠다
14804,"""맘충이 맘충했네..이윽씨..""",엄마가 민폐를 저질렀네
14816,ㅅㅂ 자막봐라 센스 다뒤졌네 이젠,이전 자막이 더 센스있었던 것 같다.
14834,"""ㅈㄹ도 풍년이다 미친 페미나치왕국""",나는 페미니스트들을 좋아하지 않는다
14846,"""저년은 입에 걸레문거 같은...ㅋㅋ""",저 사람은 입이 험하다.
14855,쳐 돌았네 ㄷㄷ 빨리 보수정권이 들어서서 탈탈 털어야한다,납득이 되지 않는다. 보수 정권이 들어서서 바로잡았으면 좋겠다.
14867,작가가 약빨 떨어졌나 아님 연출이 병 신인가??,"작가가 이전만큼 잘 쓰지 못하는 건지, 연출이 좋지 않은 건지 의문이 든다."
14871,유재삭이가 무도다 말아먹고있음 주접세 끼,유재석이 무도를 안 좋은 방향으로 이끌고 있다. 덜 나서도 될 것 같다.
14895,야 불법다운로드 한번도 안한 냔넘들만 쟤한테 돌던져라,불법 다운로드를 한 번도 하지 않은 사람들만 비판할 자격이 있다.
14911,했든 안했든 성형중독녀 입술 같아서 징그러워 .....,했든 안했든 성형중독 입술 같아서 별로야..
14942,졷등 래퍼 화이팅 ~~!! 대한망국의 미래 급식들의 표본 졷등래퍼 영원히~,고등 래퍼 화이팅~!! 대한민국의 미래 학생들의 표본 고등래퍼 영원히~
14962,저 새끼 서현 왜 싫어하지 아이돌연기자라 그런가ㅋㅋ 내가 김정현이면 친해져서 함 먹겠당,저 사람은 아이돌 연기자라는 이유로 서현을 싫어하는 것 같다. 내가 김정현이라면 친해질 것 같다.
14988,"""좌빨들 남탓, 내로남불은 DNA...""",좌파들은 다른 사람에게 책임을 돌리고 자신을 합리화하는 경향이 있다.
14997,"""트럼프 장사꾼 개새 퀴""",나는 트럼프가 장삿속만 밝혀서 싫다
15012,"""나도 30대지만 30~40대가 제일 쓰레기야.. 찬성이 많다고?""","나도 30대지만 30, 40대의 의견에 동의하지 않는다. 찬성이 많은 게 이해가 되지 않는다."
15015,"""좇까~!!인간쓰레기 정부 개상청 문재인대통령새끼 중국베이징새끼 죽여버려""","나는 정부, 기상청, 문재인 대통령, 중국을 좋아하지 않는다."
15029,"""ㅋㅋ 별짓거리를 다한다..쯔쯔 그러니 꼰대 당이라는 소릴 듣지..""",이런 행동은 이해하기 어렵다. 이런 행동 때문에 당이 구시대적이라는 비판을 받는 것 같다.
15062,딱 얼굴이 밉상인데 하는 짓도 그렇더라,"얼굴이 마음에 들지 않는데, 행동도 그렇다."
15087,"""문재앙 좃국 퇴진하라는 목소리는 안 들리냐?? 귀 쳐 닫고 사냐??""",문재인 조국 퇴진하라는 목소리는 안 들리나? 의견을 듣지 않고 사나?
15124,"""역시 경제기사에는 관심없는 김치년들. 그러니 허구헌날 드라마나 쳐보고 현실감각없지.""",여성들이 경제 기사에는 관심을 가지지 않는다. 드라마만 보고 현실 감각이 부족하다.
15135,"""저 돼지 색기 왜 지혈시켜주고 목 보호대 해줬냐 다 국민세금인데""",저 사람 치료해 준 것 다 국민 세금인데
15215,술게임 저것보다 더 심하게 하는것도 많더만 더럽네 어쩌네 아싸년놈들만 있나...,"술게임 저것보다 더 심하게 하는 것도 많던데, 노는 걸 별로 좋아하지 않는 사람들이 과하게 비난하는 것 같다."
15245,"""뭐가 괜찮냐 이 발정난 개Xxx새Xxx끼야""",뭐가 괜찮냐 이 이상한 사람아
15246,"""종교 믿는것들은 왜케 상식에 벗어남? 종교집단이랑 테러집단이랑 차이점이 뭔데?""",종교 믿는 사람들이 상식에 벗어난 행동을 한다. 종교집단과 테러집단이랑 비슷해 보인다.
15285,"""생긴 꼬라지가 악질 일본순사처럼 생긴넘""",생긴게 악질 일본순사처럼 생겼어요
15291,검찰 참 썩은 무리들...,검찰이 청렴하지 않다.
15307,얘 재앙이한테 뭐 밉보인거 있나,얘 문재인한테 뭐 밉보인 거 있나
15369,좃티비씨 없애라 적패다,나는 jtbc를 좋아하지 않는다
15418,"""악플단 메갈 메퇘지 열등감 여자들 반성해라""",열등감에 악플을 단 남성혐오자는 반성해라.
15476,와 완전 쫄깃하겠네 영계만나니 역시 여자는 20대초중반까지지 더넘어가면 시들시들 ㅋㅋㅋ,어린 사람을 만난다니 부럽다. 20대 초중반 여성이 제일 예쁜 것 같다.
15555,"""중국 북한을 자국민보다 더 위하고 눈치보는 좌빨들!""",중국 북한을 자국민보다 더 위하고 눈치보지 않았으면 좋겠다
15563,벌써 숍8 이라니 십8,벌써 숍8 이라니
15631,짱개미세먼지 때문에 폐 안 좋았을 듯,중국발 미세먼지 때문에 폐가 안 좋았을 것 같다.
15672,"""일반인한테 개독이나 신천지나 거서거기임""",일반인에게는 기독교와 신천지가 비슷해보인다.
15689,"""제앙이야 제앙 씨ㅂ""",문재인 대통령이 싫습니다
15736,눈썩을뻔했네 ㅁㅊ,시력을 잃을 뻔 했네 이런
15777,"""생긴 꼬라지 하고는...""","""생긴 모습 하고는..."""
15795,"""나이쳐먹었음 나이값좀 해라 50대 아줌마들아""",50대 여성들이 나이에 걸맞는 성숙한 언행을 보였으면 좋겠다.
15801,"""토착왜구들 진짜 많네""",친일파가 정말 많다.
15819,"누가 글만 올리면 사실여부 확인 않고 인민재판 돌팔매질 들어가는 조선 미개인 수준봐라...니네 아버지, 남동생도 누가 익명글 올리면 인민재판 돌팔매질 들어가도 싸다 ㅋㅋ","누가 글만 올리면 사실여부 확인 않고 비난하는 한국 사람들 마음에 들지 않는다. 자기 아버지, 남동생도 같은 행위를 당해야 정신을 차린다."
15855,"""문빨갱이 이전으로 다 복귀시켜라""",문재인 이전으로 다 복귀시켜라
15857,곧 쿵쾅족들이 몰려오겠는데?,곧 반대하는 사람들이 올 것 같다
15890,썅~안궁금하다~!!!,별로 궁금하지 않다.
15948,이런걸두고 ㅈㄹ이 풍년이라고 하는거지사진 자체를 찍지 말지 그랬냐..,사진 자체를 찍지 말지 그랬냐
15975,"""저게 내로남불이랑 뭔상관이야 그냥 남자가 개10 놈이지 조국같은 쉐리""",이중적인 태도랑은 상관이 없다고 생각한다. 그냥 남자가 조국과 같이 잘못된 행동을 했다고 생각한다.
15977,"""저위에 사진 문모씨 툭튀어 나온 주둥이 야구방망이로 후려 패고 싶다..""",저 위 사진 문재인을 좋아하지 않는다.
15984,여자한테 무작정 들이대더만 호랑나비 조때네,여자한테 무작정 대쉬하더니만 망했구만
15992,"""나이값좀 해라! 나이는 어디로 쳐드셨길래""",나이값 좀 했으면 좋겠다
16001,예쁘기만 하구만 왜이리 화난 뇬들이 많냐.,예쁘기만 하구만 왜이리 화난 사람들이 많냐.
16004,진짜 ㅈㄹ도 풍년이다 편집 하나 잘못한거로 한순간 쓰레기 만드네 세월호가 focus가아니거늘ㅡ 냄비들은 세월호 유가족 위해 뭘했노,편집 하나 잘못한 것으로 비난이 심하다 세월호가 핵심 주제가 아니다 너희들은 세월호 유가족 위해 무엇을 했느냐
16009,"""착한 짱깨는 대가리가 터진 짱깨뿐이다.""",나는 중국인을 좋아하지 않는다
16019,"""재앙아 이래도 짱깨들 받을래?""",문재인이 이 사건을 보고 중국인들을 받지 않았으면 좋겠다
16031,면상짜증난께. 지발 나오지들말드라고?? 옥수수 털고 싶응께잉?낄낄낄 캬하하,별로 좋아하지 않는다. 나오지 않았으면 좋겠다.
16034,"""좌좀들은 얼굴들이 한결같이 변하나봐 재수없어지네""",나는 좌파를 좋아하지 않는다
16097,팩트 초창기 시청률 ㅈ망해서 지금처럼된거다 드신들아 ㅋㅋ,실제로 초창기 시청률이 좋지 않아서 지금처럼 된 거다.
16114,"""늙다리 맞다...거지야""",늙은이 맞다
16116,"""웜퇘지년들이 느개비 애비충 키워주는 아버지한테 온갖욕설을 퍼붓는구만 단어를안쓰긴 뭘안써""",웬 친구들이 키워주신 아버지한테 온갖욕설을 퍼붓네 그러면 안되지!
16126,이년이 주연? 절대로 안본다 수지라면 모를까,이 배우가 주연? 그다지 보고 싶지 않다. 수지라면 생각이 달라질 것 같다.
16132,"""토착왜구 틀딱들 공짜 연금을 줄여라!!! 대한민국 선진국으로 발전한다!!! ㅋㅋ""",어르신들 연금을 줄여야 대한민국이 선진국으로 발전할 수 있다.
16159,고현저미 계속했다면 20%이상은 갔을듯듯보잡 피디세끼 주제에 갑질하고,고현정이 계속했다면 20%이상은 갔을듯 피디가 갑질하는 바람에...
16185,"클럽안에서 저색이가몇번씩성추행한게나왔는데도경찰탓만하는ㅂ.ㅅㅅ.ㄱ들,",클럽 안에서 저 사람이 성추행한게 나왔는데도 경찰 탓만 하지마라
16188,"""그냥 뚱뚱한 방구석 폐인이구만...""",그냥 몸집이 크고 방에서 나오지 않는 사람이다.
16195,이 언니 성향 제가 잘 아는데 빨갱이 정권이랑 엮이기 싫어서 안간 걸로 알고 있어요,이 언니 성향 제가 잘 아는데 종북 정권이랑 엮이기 싫어서 안 간 걸로 알고 있어요
16215,"""ㅎㅎㅎ 쪽바리년에 아들답다. 애비이름에 똥칠갑지대로하고 자빠졌구나ㅋㅎㅎㅎ""",부모님 보시기에 부끄러울 행동을 하고 있구나
16221,"""이건 뭐 저 나이에 할짓인가 싶군""",저 나이에 걸맞는 행동은 아닌 것 같다.
16231,손지창 왜 꼰대가 됐어.... 간삭만주고 갔어야지..,손지창 간삭만주고 가지그랬어..
16244,댓글에서 틀딱내 너모 많이나는거시야,댓글에 노인 비율이 높은 것 같다.
16264,연좌제국가임?? 아버지의죄를 왜 아들한테 지롤이지??,연좌제 국가가 아닌데 아버지의 죄를 아들에게 묻는 것은 아니라고 생각한다.
16279,한남새끼들 이떄다 싶어 개달려드네 더러운잡종새끼들,한국 남자들을 기회를 잘 엿보는 것 같다.
16327,또 하나 미친 공짜 여행 노인내들 토 나온다,공짜 여행 밝히는 노인들이 싫다
16339,김다미가 신의 한수인듯 못생겨서 여자들이 엄청 치켜세워준다,김다미가 신의 한수인듯 여자들이 엄청 치켜세워준다
16346,워너원 1억 기부함 심장재단에다 ㅋㅋㅋㅋ 꼭 기부는 안하는 것들이 기부 ㅇㅈㄹ,워너원이 심장재단에 1억을 기부했다. 기부를 하지 않는 사람들이 기부에 대해 옳고 그름을 따지지 않았으면 좋겠다.
16356,"""기독교야 니들 개독 쓰레기는 니들이 처리하지 어디까지 기어나오게 만듦?""",기독교의 일은 기독교 내에서 처리하면 좋겠다
16422,"""문제인이는 중국이 디지라카면, 디지는 시늉이라도 할 도란 인간이다...""",문재인은 중국의 말을 맹목적으로 따를 것 같다. 바람직하지 않다.
16464,"""노답ㅋㅋ 정치적행위는 법위에 있냐? 법치국가 다죽었네 틀딱 ㅅㄲ들 때문에""",정치적 행위가 법보다 우선시되어서는 안 된다고 생각한다. 저런 생각 때문에 법치국가가 무너지고 있다.
16496,커플빠들은 왜 맨날 ... 애긔애긔해요 . 갈수록 어려지네요 . 이런댓글로 찬양하지 ? 누가봐도 이제 나이든 티 나는 사진 올라오면 기자 욕해. 사생활 냅두라고 욕하고 . 이런건 또 어려보인다고 엄청 신나함 ㅋㅋㅋㅋㅋ 어떻게해서든 어려보이는걸로 노력하세요 ㅋㅋㅋ,"커플을 좋아하는 사람들을 왜 항상 어려진다는 점으로 칭찬을 하는지 모르겠다. 성숙해보이는 사진을 올리면 사생활을 침해하지 말라고 기자를 비난하지만, 이런 사진은 어려보인다고 신나한다. 어려보이는 것에 집착할 필요는 없어보인다."
16504,도끼는 맞는말했네.......기레기색히들이 문제야.,도끼가 맞는 말 했다. 기자들이 문제를 일으키고 있다.
16638,와이프 자세히 보니 못난이네요,와이프 제스타일 아니네요
16664,아줌마 이제 그만좀 나대요ㅡㅡ,아줌마가 가만히 있으셨으면 좋겠다.
16670,"""홍어들 전라다언들아 이러니 대헌민국이 발전이 안돤다""",전라도인은 좋아하지 않는다. 이러니 대한민국이 발전이 안 된다.
16694,군대갈 타이밍왔네 새끼 ㅋㅋ,이제 군대 가야겠네
16776,"""죄인아 정은이 똥꾸녕 핥아서 얻은게 뭐냐?""",문재인 김정은 편들어서 얻는 게 뭐냐?
16785,"""띨하게 생겼는데 ... 샌드백처렘 때리뿔라...""",나는 저 사람의 외모가 마음에 안 든다
16813,30~40대들은 나이쳐먹고 빠순이짓하는거 부끄럽지도않나ㅋㅋㅋ,30~40대들은 나이먹고 연예인 따라다니는거 부끄럽지도 않나
16825,"""개독 댓들들 집요하다""",기독교 댓글들 집요하네요.
16862,"""질알을하네 똥돼지세기 저놈 누가 좀 죽여라""",저 사람의 행동이 이해가 되지 않는다.
16870,"""쪽바리.죵내 패주고 싶다""",일본인을 별로 좋아하지 않는다.
16927,모든걸 빠순이들이 망치는구나....,극성팬이 악영향을 끼치고 있다.
16938,"""선배 약혼녀 죽인 한남은 왜 면상 공개 안하나요? 그건 남자라서 그런가 ㅋㅋㅋ""",선배 약혼녀 살해한 사람은 왜 얼굴 공개 안 할까? 성별에 따라 차별적으로 조치하고 있는 것 같다.
16943,"""김치녀들 개깝치네 못생긴애들 위주로""",나는 한국 여자들의 외모와 언행이 싫다
16948,TS는 비에이피도 그렇고 시크릿도 그렇고 애들한테 얼마나 ㅈ같이 굴었으면 상의도 없이 나가고 소속사랑 소송을하냐;;;,TS는 비에이피도 그렇고 시크릿도 그렇고 애들한테 얼마나 막 대했으면 상의도 없이 나가고 소속사랑 소송을 하냐
16962,"""ㄴ댓글모음이나 ㅊ ㅕ공개해. 조밥 홍어 샛희야""",댓글모음을 공개해라.
16978,아직도 안갔냐? 역시 딴따라들 군대를 밥먹듯이 미루네,아직 안 갔나? 연예인들은 군대를 쉽게 미루는 것 같다.
16981,"""ㅋㅋ 나이대, 정규직 인지 시간제인지 알바인지 좀 자세히 발표해라 종북좌빨들아""","ㅋㅋ 나이대, 정규직 인지 시간제인지 알바인지 좀 자세히 발표해라 정치인들아"
16987,한마디로 밥맛없다.서민들좀 생각해라.,별로 호감이 가지 않는다. 서민들을 생각해라.
17045,겉모습에 홀린 년들아 정신차려 그러니 니들이 남자한테 뒷통수 맞는거야,겉모습만 보지 말아라 그러니 당신들이 남자한테 배신 당하는 것이다.
17050,"""빨갱이 반미의 극치를 달리는 틀딱생퀴로구나 ㅉㅉㅉ""",너는 미국을 좋아하지 않는구나
17062,"""할매할배들 돈줘봐야 자한당쓰레기들 뽑음 절대주면 안됨""",할머니할아버지들은 돈을 드려도 자한당을 뽑을 겁니다. 절대 주면 안됩니다.
17089,"""짱깨 지구상에서 사라져라""",중국인이 전세계에 해를 그만 끼쳤으면 좋겠다.
17093,"""지금도 한국 매춘공화국 아닌가??""",지금도 한국의 성매매 문제가 심각하다.
17117,한녀들하곤 결혼하지말길. 일본간김에 스시녀하나만나길.ㅋ,한국 여성들과 결혼하지 말길. 일본 간 김에 일본 여성 만나길
17137,"""여기도 틀딱들 놀이터군""","""여기도 노년층 놀이터군"""
17157,"""일각에서 제기한 틀딱 알바비 니뽄 제공설이 맞나보네... 이렇게 ㅈㄹ 떠는거 보니..""",일각에서 제기한 노인 알바비 일본 제공설이 맞나보네... 이렇게 난리 떠는거 보니..
17182,"""이래저래 민폐의 나라 일본이라는 나라는 미안한즗 알아야 하는데 적반하장이다""",타국에게 피해를 끼치는 일본은 미안한 줄 알아야 하는데 적반하장하는 것 같다.
17196,윈정 성매매 1위국가 대한민국 여자들이 미투운동 지린다 ㅋㅋ 개가웃것다,원정 성매매 1위 국가인 대한민국의 여성들이 미투 운동을 한다니 모순적이라고 생각한다.
17199,"""일본은 그리 욕하면서 저 지 랄 하는 짱깨는 왜욕안하는지??""",일본은 그리 비판하면서 저런 행동을 하는 중국인은 왜 지적하지 않지?
17214,이사배는 뭐하는뇬이냐,이사배는 누구야?
17271,"""문재인이 제일 큰 적폐다. 나라를 개판으로 만들고 있네.""",문재인이 가장 큰 적폐다. 나라를 안좋게 만들고 있다.
17281,"""틀탁들이난리치는걸보면 ..문재인잘하고있구만.ㅋㅋㅋ""","""노년층 사람들이 난리치는 걸 보면 ..문재인 잘하고 있구만.ㅋㅋㅋ"""
17330,"""중국입국이나 막아라 좌쪼무쉑휘야""",나는 좌파가 우선 중국 입국을 막았으면 좋겠다
17352,저 눈 몰린 년 남자 킬러구나 ㅋ,저 여성분은 남성에게 인기가 많을 것 같다.
17358,유재석 진짜 더듬어만진당 지지자에요?,유재석은 더불어민주당 지지자인가?
17392,당신은 얼굴변한 것부터가 꽝,당신은 얼굴변한 것부터가 마음에 들지 않는다.
17417,"""결국 2030 신규 일자리는 전혀 안늘어나고 노인일자리만 존나 늘렸네""",결국 2030 신규 일자리는 전혀 안늘어나고 노인일자리만 늘렸네
17428,여자 못생겼든데,당신의 외모를 좋아하지 않는다.
17446,"""조선족은 한국을 멸망시키기 위해 중국에서 보낸 첩자들이다 문재인과 함께 처형해야 한다""",나는 조선족과 문재인을 좋아하지 않는다
17454,이수민팬 아니지만...솔까 니들을 욕 안하냐??하튼 남 까는거 존나게들 좋아하네 ㅡ ㅡ,"이수민 팬은 아니지만, 솔직히 당신들도 욕을 할 거라고 생각한다. 다른 사람을 비난하지 않았으면 한다."
17455,"""결국 또 전정부 탓 하려고 쇼 하는거구나! 좀 이상하다 했어! 미래가 없는 정부~""",전 정부의 책임으로 돌리려고 하는 것 같다. 정부가 과거에 얽매이지 않았으면 한다.
17470,"""좌파와 종북 추종자들 머리가 초딩수준도 안되네~~~""",좌파와 종북 추종자들이 더 깊게 생각했으면 좋겠다.
17536,저새끼는 생긴꼬라지데로 노는듯 재수없음ㅡㅡ 싸가지바가지없고 배려따위없고 능력도없는 새끼가 어떻게 연예인이 됐는지,저 인간은 생긴 것 따라서 노는듯 재수없음ㅡㅡ 예의 없고 배려따위없고 능력도없는 사람이 어떻게 연예인이 됐는지
17541,"""생긴 얼굴 진심 최악이네. . . ㅎ헐""",얼굴 생긴 것이 마음에 들지 않는다
17550,"""이게 다 닭녀ㄴ이 쪽바리하고 조ㅈ같은 협상을 한 덕분이다. 애비 딸년 둘 다 토착왜구""",이게 다 박근혜가 일본과 납득하기 어려운 협상을 했기 때문이다. 아버지와 딸 모두 친일 성향이 있다.
17564,"""달창들은 사이비 종교에 빠진 광신도 같다.""",문재인 지지자들은 비판적인 사고 없이 과하게 빠져있는 것 같다.
17585,언플했던거네 개.독년,"언론 플레이했던거네, 기독교인들"
17619,"""너 태극기냐? 쪽바리냐? 궁금허다~~""",당신은 태극기인가? 일본인인가? 궁금하다.
17621,"""진짜 3040 문재인 지지하는 틀딱 새끼들 극혐이다""","문재인 지지하는 30, 40대들을 이해할 수 없다."
17623,"""생긴것도 변태같이 생겨가지고""",나는 저 사람의 외모가 마음에 안 든다
17632,"""문죄인은 왜저리 탈원전을 외칠까... 영화 판도라를 너무 감명깊게본건가...""",문재인은 왜 탈원전을 적극적으로 지지할까? 영화 판도라가 감명깊었을 수 있다.
17644,존나 예의없어 생각있냐 ;,예의가 없다.
17655,자기들 누가 무시하고 외모지적하고하면 ㅈ 랄 발 광할꺼면서 다른 사람 위치 무시하고 외모지적 하는게 거의 일상이네..... 그러니까 당신들도 누가 무시하거나 외모가지고 씹으면 그러려니하세요. 내로남불도 아니고,"자신들을 누가 무시하고 외모를 지적하면 반발할 거면서, 다른 사람의 위치를 무시하고 외모 지적을 한다. 그럴 거면 당신들도 누가 무시하거나 외모를 가지고 비난하면 그러려니 해야 한다. 자신의 행동을 합리화하지 않았으면 한다."
17659,"""씹베충년들 아무리 총력해서 댓글로 지랄해도 팩트는 아베한국당 폭망""","우파가 아무리 총력해서 댓글로 의견을 표출하더라도, 자유한국당의 상황이 좋지 않은 건 사실이다."
17662,제이쓴도 못생겼음 제이쓴 엄마는 더 못생겼고 홍현희는 그나마 눈은 이쁨,제이쓴은 내스타일이 아니야 홍현희는 눈이 예뻐
17700,"""60세이상일자리ㅋㅋ통계청장 또갈아엎어라 이새기야""",60세 이상 일자리에 대해 통계청장이 책임을 지는 건 잘못된 것 같다
17726,"""보수 개독교들 전체주의 너무 사랑해 ㅋㅋ 노예ㅅ끼들""",보수 기독교들 전체주의 너무 사랑해
17735,"""저런년을 국민세금으로 늙어 줄을 때까지 먹여 살려야 하는 현실이 개탄스럽다""",국민 세금이 효율적으로 쓰였으면 좋겠다
17760,기ᆢ기ᆢㅣ기ᆢ기ᆢ개ㅣ도가암거ㄹ리는데암걸리지않는문죄인은개보다못한인간,나는 문재인을 지지하지 않는다
17763,"""페미 지들이 죽여놓고 한남탓하네""",남녀 갈등을 조장하네
17765,"""이를 옹호하는 틀딱 매국노들은 죄다 뒤지고 오늘부터 일본제품 안쓴다""",이를 옹호하는 사람들에게 전혀 공감하지 못하겠다. 오늘부터 일본 제품 안 쓴다.
17772,"""틀딱 미세먼지먹고 안갔니?""",미세먼지가 노인 분들에게 영향을 줬는가?
17775,"""너무 못생겨서 싫어""",당신의 외모를 좋아하지 않는다.
17800,"""대깨문들은 신천지보다 더쓰레기들이다""","""극단적 문재인 지지자들은 신천지보다 더 무뢰한이다"""
17805,남자가 남자 만나고 여자가 여자만나는건 아무리생각해도 정신병임,남자가 남자 만나고 여자가 여자 만나는 건 반대한다
17810,"""이런 궤변가봣나??? 생긴대로 논다더니....똥싼 거위같다....""",이런 궤변가를 봤나?
17837,줌마들 밥은 하고 댓글 다는거죠??,중년 여성들이 자신이 해야 할 일을 하고 의견 표출을 하는 건지 궁금하다.
17843,"""공산주의국가 되기전에 문재앙 끌어내려야한다 진심 ㅡㅡ""",문재인이 공삱주의 국가를 만드는 것 같다.
17853,정치인이나 연예이인이나. 쇼쇼쇼. 너무 더럽다. 쓰레기 청소 좀 하자.,나는 정치인과 연예인들의 보여주기식 행동이 싫다
17856,"""시대 뒤떨어진 꼰대 틀딱들""",시대착오적이다.
17917,고뚱 리턴연기 왜이레 고빠들 리턴은본거야 ㅋㅋ,고현정이 리턴에서 연기를 잘하지 못한 것 같다.
17957,양아치새끼들만 모였네,수준이 높지 않은 친구들이 모였네
17995,"""빠순이년들아 관심도없다 ㅋㅋ""",연예인 팬들아 관심도 없다
17997,"""꼴페미 때문에 이렇게 된거 같은데?""",급진적 페미니스트가 문제의 원인 같다
18030,"""조까고~ 독도는 대한민국 땅인건 변함없어 쪽바리새끼들아~!!!""",일본사람들이 독도는 대한민국 땅인건 변함이 없다는 걸 명심했으면 좋겠다.
18031,노무현 뇌물원한다,노무현은 청렴하지 못한 것 같다
18057,여자2명 조사해봐라..여자들이 졸라 구린내난다,여성 2명 조사해볼 필요가 있다. 그 여성들이 수상하다.
18069,"""그렇다년 네년은 혀 깨물고 피토하고 뒈져도 싸다.""",나는 비아냥거리고 있습니다.
18087,선미한테 갈 곡이 이년들한테 갔어야했는데,선미한테 갈 곡이 이 사람들에게 갔어야 했다.
18099,나라꼴 보소 ㅋㅋㅋ 저런 천재가 공무원이 꿈 ㅋㅋㅋㅋㅋ 이나라에 미래가 있냐?,"나라가 걱정된다. 저런 천재가 공무원이 꿈이라니, 이 나라의 미래가 걱정된다."
18108,"""숟가락 얹지마라 이 메퇘지들아""",숟가락 얹지 마세요 사람들아
